x,y,type,query_id,title,cosine_distance,color
-1.2189938,8.047578,neighbor,1023605,Learning Compact Convolutional Neural Networks with Nested Dropout,0.06827545166015625,#1f77b4
4.5563855,10.620403,neighbor,1023605,Discriminative Recurrent Sparse Auto-Encoders,0.06834918260574341,#1f77b4
1.7762979,-6.2389874,neighbor,1023605,Large-Scale Deep Learning on the YFCC100M Dataset,0.06857144832611084,#1f77b4
0.14396794,-6.870338,neighbor,1023605,Accelerating Very Deep Convolutional Networks for Classification and Detection,0.06898516416549683,#1f77b4
0.74432206,2.3173265,neighbor,1023605,An Analysis of Unsupervised Pre-training in Light of Recent Advances,0.06908625364303589,#1f77b4
6.641121,7.6400523,neighbor,1023605,My First Deep Learning System of 1991 + Deep Learning Timeline 1962-2013,0.06913429498672485,#1f77b4
-4.403148,-0.08820136,neighbor,1023605,All you need is a good init,0.06981724500656128,#1f77b4
-1.565635,1.6423806,neighbor,1023605,Empirical Evaluation of Rectified Activations in Convolutional Network,0.06996023654937744,#1f77b4
-2.1579938,11.092434,neighbor,1023605,RandomOut: Using a convolutional gradient norm to rescue convolutional filters,0.07031065225601196,#1f77b4
4.158379,0.7460951,neighbor,1023605,Learning both Weights and Connections for Efficient Neural Network,0.07049274444580078,#1f77b4
-0.33247972,9.506671,neighbor,1023605,Improving neural networks by preventing co-adaptation of feature detectors,0.07108688354492188,#1f77b4
-7.0683975,13.899538,neighbor,1023605,A Clockwork RNN,0.07122617959976196,#1f77b4
0.43809986,6.173787,neighbor,1023605,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,0.07165247201919556,#1f77b4
4.1672316,3.9170456,neighbor,1023605,Highway Networks,0.0717766284942627,#1f77b4
-9.340308,-3.90702,neighbor,1023605,Visualizing and Comparing Convolutional Neural Networks,0.07191473245620728,#1f77b4
5.477475,-3.1307147,neighbor,1023605,SimNets: A Generalization of Convolutional Networks,0.07234269380569458,#1f77b4
5.28319,5.2609463,neighbor,1023605,Relay Backpropagation for Effective Learning of Deep Convolutional Neural Networks,0.07251328229904175,#1f77b4
1.0004303,7.3268886,neighbor,1023605,Committees of Deep Feedforward Networks Trained with Few Data,0.07317173480987549,#1f77b4
2.811097,3.3027258,neighbor,1023605,FitNets: Hints for Thin Deep Nets,0.07327759265899658,#1f77b4
2.9623554,-1.2932019,neighbor,1023605,Deep Fried Convnets,0.0734373927116394,#1f77b4
4.3480053,1.9114063,neighbor,1023605,Learning Neural Network Architectures using Backpropagation,0.07366335391998291,#1f77b4
-2.587397,2.2901635,neighbor,1023605,Expressiveness of Rectifier Networks,0.07380557060241699,#1f77b4
2.9342232,7.973219,neighbor,1023605,Mediated experts for deep convolutional networks,0.07452869415283203,#1f77b4
-2.29211,-9.901591,neighbor,1023605,Fast R-CNN,0.07461130619049072,#1f77b4
3.7576082,6.386312,neighbor,1023605,Deeply-Supervised Nets,0.07461929321289062,#1f77b4
9.568781,-2.9572437,neighbor,1023605,Towards Open Set Deep Networks,0.07463085651397705,#1f77b4
-2.6302416,6.2424226,neighbor,1023605,Maxout Networks,0.07488632202148438,#1f77b4
-5.2240686,13.364976,neighbor,1023605,Benchmarking of LSTM Networks,0.075009286403656,#1f77b4
-5.2562456,-3.8569133,neighbor,1023605,MatConvNet: Convolutional Neural Networks for MATLAB,0.07524174451828003,#1f77b4
-5.3469768,-9.221142,neighbor,1023605,Do Convnets Learn Correspondence?,0.07574677467346191,#1f77b4
-3.0877686,-10.538954,neighbor,1023605,"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks",0.07584553956985474,#1f77b4
-4.8966208,-5.7025094,neighbor,1023605,Feature Representation in Convolutional Neural Networks,0.07592004537582397,#1f77b4
1.1167372,-11.106671,neighbor,1023605,Training CNNs with Low-Rank Filters for Efficient Image Classification,0.07599538564682007,#1f77b4
1.2821633,5.1545186,neighbor,1023605,GradNets: Dynamic Interpolation Between Neural Architectures,0.07608616352081299,#1f77b4
10.01521,-5.474576,neighbor,1023605,Confusing Deep Convolution Networks by Relabelling,0.07610136270523071,#1f77b4
1.7785171,-8.418836,neighbor,1023605,Convolutional neural networks at constrained time cost,0.07625991106033325,#1f77b4
-6.517868,2.4032214,neighbor,1023605,Flip-Rotate-Pooling Convolution and Split Dropout on Convolution Neural Networks for Image Classification,0.07636898756027222,#1f77b4
-9.603074,-8.863064,neighbor,1023605,How transferable are features in deep neural networks?,0.07681292295455933,#1f77b4
-2.1119423,9.15667,neighbor,1023605,Efficient batchwise dropout training using submatrices,0.0769008994102478,#1f77b4
-5.655482,3.7290087,neighbor,1023605,"Generalizing Pooling Functions in Convolutional Neural Networks: Mixed, Gated, and Tree",0.07692265510559082,#1f77b4
3.4961395,-8.0169325,neighbor,1023605,Caffe con Troll: Shallow Ideas to Speed Up Deep Learning,0.07725876569747925,#1f77b4
3.1581864,11.680631,neighbor,1023605,Scheduled denoising autoencoders,0.07735574245452881,#1f77b4
7.6615667,5.556044,neighbor,1023605,Do Deep Nets Really Need to be Deep?,0.07736992835998535,#1f77b4
-9.914893,7.7294307,neighbor,1023605,Recurrent Models of Visual Attention,0.07759642601013184,#1f77b4
-3.7046237,-5.8625636,neighbor,1023605,A Taxonomy of Deep Convolutional Neural Nets for Computer Vision,0.07765328884124756,#1f77b4
2.179722,-11.014401,neighbor,1023605,Speeding up Convolutional Neural Networks with Low Rank Expansions,0.07787257432937622,#1f77b4
5.4655933,-11.541026,neighbor,1023605,Handwritten Digit Recognition with a Committee of Deep Neural Nets on GPUs,0.07805955410003662,#1f77b4
2.3699636,12.425484,neighbor,1023605,Gradual Training Method for Denoising Auto Encoders,0.07806670665740967,#1f77b4
10.007801,-5.146254,neighbor,1023605,Deep neural networks are easily fooled: High confidence predictions for unrecognizable images,0.07816451787948608,#1f77b4
-9.544182,8.332071,neighbor,1023605,Learning Wake-Sleep Recurrent Attention Models,0.07832199335098267,#1f77b4
-2.839568,7.5730567,neighbor,1023605,Shakeout: A New Regularized Deep Neural Network Training Scheme,0.07842046022415161,#1f77b4
-4.6615295,-4.8074007,neighbor,1023605,An Introduction to Convolutional Neural Networks,0.0784255862236023,#1f77b4
2.396593,12.406409,neighbor,1023605,Gradual training of deep denoising auto encoders,0.07842600345611572,#1f77b4
5.5323424,-12.045588,neighbor,1023605,Multi-column deep neural networks for image classification,0.0784372091293335,#1f77b4
7.070825,3.8240542,neighbor,1023605,Piecewise Linear Multilayer Perceptrons and Dropout,0.07859665155410767,#1f77b4
0.06365322,-8.281697,neighbor,1023605,Shoot to Know What: An Application of Deep Networks on Mobile Devices,0.07863247394561768,#1f77b4
-4.8689375,4.7967324,neighbor,1023605,Fractional Max-Pooling,0.07867932319641113,#1f77b4
-3.2714794,5.5916324,neighbor,1023605,Improving Deep Neural Networks with Probabilistic Maxout Units,0.07884657382965088,#1f77b4
-6.156099,4.208088,neighbor,1023605,Learned-Norm Pooling for Deep Feedforward and Recurrent Neural Networks,0.07885175943374634,#1f77b4
-5.854904,-11.195816,neighbor,1023605,DAG-Recurrent Neural Networks for Scene Labeling,0.07898259162902832,#1f77b4
-6.94831,12.865784,neighbor,1023605,A Simple Way to Initialize Recurrent Networks of Rectified Linear Units,0.07898968458175659,#1f77b4
5.558167,-2.9443016,neighbor,1023605,Deep SimNets,0.07909184694290161,#1f77b4
3.095345,-2.0920753,neighbor,1023605,Binarized Neural Networks,0.07917100191116333,#1f77b4
-8.533497,-9.597236,neighbor,1023605,From generic to specific deep representations for visual recognition,0.07920145988464355,#1f77b4
1.858516,-4.774639,neighbor,1023605,Towards Good Practices for Very Deep Two-Stream ConvNets,0.07925635576248169,#1f77b4
5.7589345,2.445598,neighbor,1023605,Representation Benefits of Deep Feedforward Networks,0.07948976755142212,#1f77b4
6.4593024,8.2487335,neighbor,1023605,"A tutorial survey of architectures, algorithms, and applications for deep learning",0.0803377628326416,#1f77b4
-7.490739,12.343206,neighbor,1023605,Regularization and nonlinearities for neural language models: when are they needed?,0.08038127422332764,#1f77b4
-2.8476539,-4.1654377,neighbor,1023605,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,0.08064925670623779,#1f77b4
-1.5950861,-4.209274,neighbor,1023605,A HMAX with LLC for visual recognition,0.08081650733947754,#1f77b4
-2.084001,8.084397,neighbor,1023605,Fundamental differences between Dropout and Weight Decay in Deep Networks,0.08105099201202393,#1f77b4
-5.8549266,14.846028,neighbor,1023605,rnn : Recurrent Library for Torch,0.08108532428741455,#1f77b4
-3.0874615,9.015605,neighbor,1023605,Parallel Dither and Dropout for Regularising Deep Neural Networks,0.08132940530776978,#1f77b4
5.695991,-4.8853807,neighbor,1023605,Deep Clustered Convolutional Kernels,0.08135330677032471,#1f77b4
-4.674831,6.345328,neighbor,1023605,Stochastic Pooling for Regularization of Deep Convolutional Neural Networks,0.08138138055801392,#1f77b4
3.3268912,-7.41158,neighbor,1023605,Caffe: Convolutional Architecture for Fast Feature Embedding,0.08140891790390015,#1f77b4
-7.9372168,-10.125773,neighbor,1023605,DeCAF: A Deep Convolutional Activation Feature for Generic Visual Recognition,0.08153676986694336,#1f77b4
-6.90222,-7.062073,neighbor,1023605,On Deep Representation Learning from Noisy Web Images,0.08160156011581421,#1f77b4
-4.1654615,-6.676086,neighbor,1023605,Analyzing the Performance of Multilayer Neural Networks for Object Recognition,0.0816228985786438,#1f77b4
-3.9639041,-11.176548,neighbor,1023605,Inside-Outside Net: Detecting Objects in Context with Skip Pooling and Recurrent Neural Networks,0.08168685436248779,#1f77b4
1.2956219,-11.60393,neighbor,1023605,Convolutional neural networks with low-rank regularization,0.08214408159255981,#1f77b4
4.692013,-8.517217,neighbor,1023605,PerforatedCNNs: Acceleration through Elimination of Redundant Convolutions,0.08223360776901245,#1f77b4
3.35933,2.1580422,query,10328909,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,0.0,#1f77b4
2.2978783,2.5517404,neighbor,10328909,"Scalable, High-Quality Object Detection",0.03039991855621338,#1f77b4
-3.1393354,-2.664607,neighbor,10328909,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,0.03327500820159912,#1f77b4
2.558732,3.6424115,neighbor,10328909,What Makes for Effective Detection Proposals?,0.03361690044403076,#1f77b4
4.0286098,1.9368951,neighbor,10328909,R-CNN minus R,0.035881757736206055,#1f77b4
7.0656996,2.4327865,neighbor,10328909,Fast R-CNN,0.03640216588973999,#1f77b4
-3.609128,-2.6591623,neighbor,10328909,Object Detection via a Multi-region and Semantic Segmentation-Aware CNN Model,0.03685420751571655,#1f77b4
6.8169227,0.9170752,neighbor,10328909,Object Detection Networks on Convolutional Feature Maps,0.043154001235961914,#1f77b4
2.1313124,-2.3135624,neighbor,10328909,Scalable Object Detection Using Deep Neural Networks,0.0443577766418457,#1f77b4
0.67318875,-3.8414805,neighbor,10328909,Boosting Convolutional Features for Robust Object Proposals,0.044617652893066406,#1f77b4
2.481015,4.1386995,neighbor,10328909,"How good are detection proposals, really?",0.04561054706573486,#1f77b4
6.2822995,1.8051411,neighbor,10328909,"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks",0.04760557413101196,#1f77b4
-1.3083951,-3.9230094,neighbor,10328909,Mid-level Elements for Object Detection,0.04883217811584473,#1f77b4
1.479818,2.643184,neighbor,10328909,DeepBox: Learning Objectness with Convolutional Networks,0.05042010545730591,#1f77b4
1.4054129,0.5072682,neighbor,10328909,1-HKUST: Object Detection in ILSVRC 2014,0.05149108171463013,#1f77b4
3.4063063,-0.14823982,neighbor,10328909,Improving object detection with deep convolutional networks via Bayesian optimization and structured prediction,0.051625072956085205,#1f77b4
-4.9100347,-2.2871733,neighbor,10328909,segDeepM: Exploiting segmentation and context in deep neural networks for object detection,0.05404871702194214,#1f77b4
0.006918559,-5.099812,neighbor,10328909,Regionlets for Generic Object Detection,0.05406057834625244,#1f77b4
3.8704822,4.087402,neighbor,10328909,Object Proposal Generation Using Two-Stage Cascade SVMs,0.05457568168640137,#1f77b4
-2.0961678,3.5601792,neighbor,10328909,Self-taught object localization with deep networks,0.05469691753387451,#1f77b4
5.2884235,-1.5787259,neighbor,10328909,DeepID-Net: multi-stage and deformable deep convolutional neural networks for object detection,0.054782748222351074,#1f77b4
-1.0032432,2.6083355,neighbor,10328909,Visual chunking: A list prediction framework for region-based object detection,0.05540496110916138,#1f77b4
5.122104,-1.7584689,neighbor,10328909,DeepID-Net: Deformable deep convolutional neural networks for object detection,0.055886149406433105,#1f77b4
-5.8310328,1.5051072,neighbor,10328909,Part-Based R-CNNs for Fine-Grained Category Detection,0.056247174739837646,#1f77b4
0.71541524,-5.8081822,neighbor,10328909,Cascaded Sparse Spatial Bins for Efficient and Effective Generic Object Detection,0.05663257837295532,#1f77b4
-3.8360043,-1.322487,neighbor,10328909,"End-to-end integration of a Convolutional Network, Deformable Parts Model and non-maximum suppression",0.05681353807449341,#1f77b4
4.314439,-2.5789335,neighbor,10328909,Generic Object Detection with Dense Neural Patterns and Regionlets,0.058247148990631104,#1f77b4
-7.145349,-0.9498719,neighbor,10328909,Hypercolumns for object segmentation and fine-grained localization,0.0592116117477417,#1f77b4
0.4722719,-9.82094,neighbor,10328909,BING: Binarized normed gradients for objectness estimation at 300fps,0.05982083082199097,#1f77b4
-7.17943,-3.5306056,neighbor,10328909,High-for-Low and Low-for-High: Efficient Boundary Detection from Deep Object Features and Its Applications to High-Level Vision,0.060926198959350586,#1f77b4
-0.9144352,-4.7207866,neighbor,10328909,Max-Margin Object Detection,0.06263130903244019,#1f77b4
2.672494,6.036684,neighbor,10328909,An active search strategy for efficient object class detection,0.06317096948623657,#1f77b4
1.5613115,4.6738296,neighbor,10328909,Object-Proposal Evaluation Protocol is ‘Gameable’,0.06397837400436401,#1f77b4
-2.6107728,7.0053287,neighbor,10328909,On learning to localize objects with minimal supervision,0.06567233800888062,#1f77b4
-4.752887,-0.26871955,neighbor,10328909,Deformable part models are convolutional neural networks,0.06598448753356934,#1f77b4
1.3809,-4.95006,neighbor,10328909,The Fastest Deformable Part Model for Object Detection,0.06613540649414062,#1f77b4
3.9298587,-1.8753929,neighbor,10328909,Deep learning for class-generic object detection,0.06624716520309448,#1f77b4
-1.8204721,-1.5302944,neighbor,10328909,Detect2Rank: Combining Object Detectors Using Learning to Rank,0.06628060340881348,#1f77b4
9.1709795,2.4481664,neighbor,10328909,Going deeper with convolutions,0.0667007565498352,#1f77b4
8.057876,0.5679776,neighbor,10328909,Do Convnets Learn Correspondence?,0.06680524349212646,#1f77b4
4.576483,-6.6378107,neighbor,10328909,Object-centric Sampling for Fine-grained Image Classification,0.06725466251373291,#1f77b4
-2.084142,-5.6856227,neighbor,10328909,Sketch Tokens: A Learned Mid-level Representation for Contour and Object Detection,0.06790131330490112,#1f77b4
1.5372728,-10.753558,neighbor,10328909,Measuring the Objectness of Image Windows,0.06813985109329224,#1f77b4
-1.9898831,4.8831043,neighbor,10328909,Weakly Supervised Object Localization with Multi-Fold Multiple Instance Learning,0.06833261251449585,#1f77b4
-1.3568357,-2.0561905,neighbor,10328909,Ensemble of exemplar-SVMs for object detection and beyond,0.06913208961486816,#1f77b4
-1.8688937,1.4044514,neighbor,10328909,Unsupervised Visual Representation Learning by Context Prediction,0.06922322511672974,#1f77b4
8.909009,3.1111019,neighbor,10328909,Accelerating Very Deep Convolutional Networks for Classification and Detection,0.06946247816085815,#1f77b4
-6.722781,-9.762832,neighbor,10328909,3D object class detection in the wild,0.07007694244384766,#1f77b4
-3.3720083,-3.9990695,neighbor,10328909,Deep Joint Task Learning for Generic Object Extraction,0.07026249170303345,#1f77b4
-5.8594146,-4.9449606,neighbor,10328909,Semantic segmentation using regions and parts,0.0706108808517456,#1f77b4
5.823704,-4.2102346,neighbor,10328909,Object Detectors Emerge in Deep Scene CNNs,0.07132548093795776,#1f77b4
-3.736549,4.0660396,neighbor,10328909,Looking out of the window: object localization by joint analysis of all windows in the image,0.07186347246170044,#1f77b4
-9.248872,-2.5650055,neighbor,10328909,Fully convolutional networks for semantic segmentation,0.07214027643203735,#1f77b4
5.705419,-0.12199815,neighbor,10328909,Do More Dropouts in Pool5 Feature Maps for Better Object Detection,0.07227379083633423,#1f77b4
7.660673,-1.9249527,neighbor,10328909,LSDA: Large Scale Detection through Adaptation,0.07230937480926514,#1f77b4
-8.637534,-2.87369,neighbor,10328909,BoxSup: Exploiting Bounding Boxes to Supervise Convolutional Networks for Semantic Segmentation,0.07246118783950806,#1f77b4
-5.4986987,-3.4813395,neighbor,10328909,Layered object detection for multi-class segmentation,0.07246500253677368,#1f77b4
1.5375084,0.13645141,neighbor,10328909,ImageNet Large Scale Visual Recognition Challenge,0.07263660430908203,#1f77b4
0.4556254,-2.361529,neighbor,10328909,Context-Aware Semi-Local Feature Detector,0.07286828756332397,#1f77b4
-2.7222471,-9.891152,neighbor,10328909,A novel method for object localization in digital images,0.07317674160003662,#1f77b4
-0.5484462,-1.1137252,neighbor,10328909,Context Forest for efficient object detection with large mixture models,0.07336986064910889,#1f77b4
10.52244,2.7806792,neighbor,10328909,Analyzing the Performance of Multilayer Neural Networks for Object Recognition,0.0736282467842102,#1f77b4
10.788664,1.7662218,neighbor,10328909,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,0.07363706827163696,#1f77b4
-3.3890998,-10.319441,neighbor,10328909,Fast concurrent object localization and recognition,0.07376879453659058,#1f77b4
2.8789723,-11.339899,neighbor,10328909,Salient object detection: A survey,0.0740654468536377,#1f77b4
-6.6097255,-5.8943667,neighbor,10328909,Multiscale Combinatorial Grouping for Image Segmentation and Object Proposal Generation,0.07416313886642456,#1f77b4
-6.6592793,-9.740517,neighbor,10328909,Data-driven 3D Voxel Patterns for object category recognition,0.07429778575897217,#1f77b4
-1.9910209,7.272005,neighbor,10328909,Watch and learn: Semi-supervised learning of object detectors from videos,0.0746503472328186,#1f77b4
8.495258,-5.2648993,neighbor,10328909,Transferring Rich Feature Hierarchies for Robust Visual Tracking,0.07477957010269165,#1f77b4
7.401842,6.778035,neighbor,10328909,Taking a deeper look at pedestrians,0.0757783055305481,#1f77b4
-9.22249,-2.0992799,neighbor,10328909,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,0.07601755857467651,#1f77b4
2.8398652,-11.204114,neighbor,10328909,Salient Object Detection: A Benchmark,0.07649725675582886,#1f77b4
-10.624713,4.0143766,neighbor,10328909,R-CNNs for Pose Estimation and Action Detection,0.07671141624450684,#1f77b4
10.479749,-0.853214,neighbor,10328909,Untangling Local and Global Deformations in Deep Convolutional Networks for Image Classification and Sliding Window Detection,0.07678967714309692,#1f77b4
-5.318418,-6.8576374,neighbor,10328909,Object category detection by incorporating mid-level grouping cues,0.07699549198150635,#1f77b4
-4.307053,8.123295,neighbor,10328909,Detection of Partially Visible Objects,0.07708579301834106,#1f77b4
-4.843979,-5.2032146,neighbor,10328909,Detect What You Can: Detecting and Representing Objects Using Holistic Models and Body Parts,0.07766163349151611,#1f77b4
-4.763326,1.3615122,neighbor,10328909,Neural Activation Constellations: Unsupervised Part Model Discovery with Convolutional Networks,0.07768845558166504,#1f77b4
10.227906,3.1410348,neighbor,10328909,Very Deep Convolutional Networks for Large-Scale Image Recognition,0.07780396938323975,#1f77b4
7.8646584,6.341922,neighbor,10328909,Convolutional Channel Features,0.07780724763870239,#1f77b4
2.4896715,-12.243485,neighbor,10328909,Salient Object Detection via Augmented Hypotheses,0.07801401615142822,#1f77b4
11.5805235,1.1628885,neighbor,10328909,Highly Efficient Forward and Backward Propagation of Convolutional Neural Networks for Pixelwise Classification,0.07802611589431763,#1f77b4
4.16214,-12.69015,neighbor,10328909,Robust Object Recognition via Visual Pathway Feedback,0.07805132865905762,#1f77b4
-2.3836138,-10.176032,neighbor,10328909,Efficient Subwindow Search: A Branch and Bound Framework for Object Localization,0.0788043737411499,#1f77b4
2.089714,-7.47813,neighbor,10328909,Is the Game worth the Candle? - Evaluation of OpenCL for Object Detection Algorithm Optimization,0.07899975776672363,#1f77b4
11.199945,3.764508,neighbor,10328909,Multi-scale Recognition with DAG-CNNs,0.07918417453765869,#1f77b4
-11.0159235,3.6766126,neighbor,10328909,Efficient object localization using Convolutional Networks,0.07924544811248779,#1f77b4
-1.4629314,0.36061755,neighbor,10328909,An empirical study of context in object detection,0.07957816123962402,#1f77b4
3.0228026,-12.399422,neighbor,10328909,Salient Object Detection via Objectness Proposals,0.07961177825927734,#1f77b4
-9.997784,4.5439515,neighbor,10328909,Finding action tubes,0.07966715097427368,#1f77b4
-1.207365,5.094459,neighbor,10328909,Detector discovery in the wild: Joint multiple instance and representation learning,0.07966792583465576,#1f77b4
0.81718725,-7.252301,neighbor,10328909,Computation of Rotation Local Invariant Features using the Integral Image for Real Time Object Detection,0.07985925674438477,#1f77b4
-0.8493835,-6.650925,neighbor,10328909,Shared Random Ferns for Efficient Detection of Multiple Categories,0.0801386833190918,#1f77b4
9.461893,4.2447686,neighbor,10328909,Caffe: Convolutional Architecture for Fast Feature Embedding,0.08054512739181519,#1f77b4
-4.3365903,-10.629075,neighbor,10328909,Object Detection in Real Images,0.08061856031417847,#1f77b4
-2.8570547,6.0587296,neighbor,10328909,Weakly-supervised Discovery of Visual Pattern Configurations,0.08069801330566406,#1f77b4
-9.350245,-3.6395285,neighbor,10328909,Convolutional feature masking for joint object and stuff segmentation,0.08078855276107788,#1f77b4
-6.4333987,1.3933864,neighbor,10328909,Orientational Spatial Part Modeling for Fine-Grained Visual Categorization,0.080921471118927,#1f77b4
-5.946743,3.0223982,neighbor,10328909,Attention for Fine-Grained Categorization,0.08097898960113525,#1f77b4
3.179811,-4.8993373,neighbor,10328909,Training a multi-exit cascade with linear asymmetric classification for efficient object detection,0.08098989725112915,#1f77b4
-7.1481733,-4.7478833,neighbor,10328909,Semantic contours from inverse detectors,0.0810742974281311,#1f77b4
-0.98111284,-1.5387813,query,1033682,Generative Adversarial Networks,0.0,#1f77b4
-0.41239354,4.8108377,neighbor,1033682,Generative Adversarial Networks (GANs),0.014911651611328125,#1f77b4
3.2365382,3.6066363,neighbor,1033682,A Survey on the Progression and Performance of Generative Adversarial Networks,0.015390932559967041,#1f77b4
3.5957997,-0.717424,neighbor,1033682,Emerging Applications of Generative Adversarial Networks,0.01709771156311035,#1f77b4
3.8714504,2.2530346,neighbor,1033682,A Detailed Study on Generative Adversarial Networks,0.017276525497436523,#1f77b4
3.1494343,-2.887412,neighbor,1033682,Generative Adversarial Networks and Adversarial Autoencoders: Tutorial and Survey,0.018620073795318604,#1f77b4
5.6435733,4.4202204,neighbor,1033682,A Comprehensive Qualitative and Quantitative Review of Current Research in GANs,0.0193750262260437,#1f77b4
1.1605268,0.18106937,neighbor,1033682,NIPS 2016 Tutorial: Generative Adversarial Networks,0.02010244131088257,#1f77b4
-1.0630896,-3.3546073,neighbor,1033682,Training Generative Adversarial Networks in One Stage,0.02013528347015381,#1f77b4
4.8884354,-0.6638152,neighbor,1033682,"Generative Adversarial Networks (GANs): An Overview of Theoretical Model, Evaluation Metrics, and Recent Developments",0.020212531089782715,#1f77b4
6.076805,-0.9282514,neighbor,1033682,Comparison on Generative Adversarial Networks –A Study,0.020278215408325195,#1f77b4
0.6965768,6.923678,neighbor,1033682,Regularization Methods for Generative Adversarial Networks: An Overview of Recent Studies,0.02119523286819458,#1f77b4
1.5770177,-4.6150756,neighbor,1033682,Generative Adversarial Networks: A Survey and Taxonomy,0.022252976894378662,#1f77b4
-0.83780396,5.301717,neighbor,1033682,Challenges and Corresponding Solutions of Generative Adversarial Networks (GANs): A Survey Study,0.022899210453033447,#1f77b4
1.7151867,-4.7112875,neighbor,1033682,Generative Adversarial Networks in Computer Vision,0.022930502891540527,#1f77b4
1.0064243,1.6408087,neighbor,1033682,Generative Adversarial Networks : A Survey,0.022942841053009033,#1f77b4
5.5150437,2.8095703,neighbor,1033682,Recent Advance On Generative Adversarial Networks,0.022990167140960693,#1f77b4
4.9107404,1.1669563,neighbor,1033682,A Primer on Generative Adversarial Networks,0.023100554943084717,#1f77b4
4.503353,0.6371884,neighbor,1033682,Generative Adversarial Networks: Outline and its Use Cases,0.02350318431854248,#1f77b4
4.3595366,4.73887,neighbor,1033682,Loss Functions of Generative Adversarial Networks (GANs): Opportunities and Challenges,0.023698031902313232,#1f77b4
5.0084662,3.4659653,neighbor,1033682,Recent Progress on Generative Adversarial Networks (GANs): A Survey,0.023870229721069336,#1f77b4
-5.2445354,-5.345689,neighbor,1033682,Why are Generative Adversarial Networks so Fascinating and Annoying?,0.024027228355407715,#1f77b4
-7.1556363,1.0282611,neighbor,1033682,A Guided Learning Approach for Generative Adversarial Networks,0.024496138095855713,#1f77b4
5.5677767,1.6581124,neighbor,1033682,A survey on generative adversarial networks and their variants methods,0.024639368057250977,#1f77b4
9.133858,-0.0032845277,neighbor,1033682,Generative Adversarial Networks (GANs): What it can generate and What it cannot?,0.025057077407836914,#1f77b4
7.131531,-3.5416696,neighbor,1033682,The research process of generative adversarial networks,0.025341689586639404,#1f77b4
6.123261,-1.9330028,neighbor,1033682,Review on Generative Adversarial Networks: Focusing on Computer Vision and Its Applications,0.025488078594207764,#1f77b4
-8.587056,-3.8450015,neighbor,1033682,An Empirical Study of Generative Models with Encoders,0.02556508779525757,#1f77b4
-1.6337295,6.3292704,neighbor,1033682,"A Survey on Generative Adversarial Networks: Variants, Applications, and Training",0.025692224502563477,#1f77b4
7.449674,-0.3771231,neighbor,1033682,A Survey of Generative Adversarial Networks,0.025794684886932373,#1f77b4
